text,label
Recharge your phone here: https://google.com/pay,0
Recharge your phone here: https://upi.npci.org.in,0
Get ₹99 instantly in your UPI wallet: http://kycbonus.live,1
You’ve won a lucky draw! Redeem now: http://upi-update-request.net,1
Confirm your refund by visiting: http://freegift-now.in,1
Update your profile via: https://icicibank.com,0
Claim your cashback now: http://upi-update-request.net,1
Click to activate your KYC bonus: http://refund-alerts.co,1
Claim your cashback now: http://securepay-verify.link,1
Pay with UPI at: https://upi.npci.org.in,0
Recharge your phone here: https://sbi.co.in,0
Explore banking features at: https://icicibank.com,0
Your account will be suspended. Verify at: http://payupi-balance.xyz,1
Your account will be suspended. Verify at: http://upi-update-request.net,1
View your payment history at: https://paytm.com,0
Explore banking features at: https://amazon.in/pay,0
Action required: Resolve your payment issue at: http://click-here-win.in,1
Explore banking features at: https://paytm.com,0
Pay your electricity bill using: https://phonepe.com,0
Claim your cashback now: http://click-here-win.in,1
Access your UPI dashboard: https://icicibank.com,0
Payment failed. Retry securely here: http://upi-update-request.net,1
Recharge your phone here: https://icicibank.com,0
Confirm your refund by visiting: http://freegift-now.in,1
Download your bank statement: https://upi.npci.org.in,0
Download your bank statement: https://upi.npci.org.in,0
Pay your electricity bill using: https://axisbank.com,0
Transfer money securely at: https://amazon.in/pay,0
Your account will be suspended. Verify at: http://freegift-now.in,1
Transfer money securely at: https://amazon.in/pay,0
Recharge your phone here: https://upi.npci.org.in,0
Order confirmed. Track your order here: https://mobikwik.com,0
Click to activate your KYC bonus: http://freegift-now.in,1
Confirm your refund by visiting: http://securepay-verify.link,1
View your payment history at: https://paytm.com,0
Click to activate your KYC bonus: http://kycbonus.live,1
Pay with UPI at: https://axisbank.com,0
Pay your electricity bill using: https://google.com/pay,0
Your account will be suspended. Verify at: http://kycbonus.live,1
Update your profile via: https://axisbank.com,0
Click to update your UPI details: http://payupi-balance.xyz,1
Order confirmed. Track your order here: https://amazon.in/pay,0
Your account will be suspended. Verify at: http://securepay-verify.link,1
You’ve won a lucky draw! Redeem now: http://upi-update-request.net,1
Download your bank statement: https://upi.npci.org.in,0
Transfer money securely at: https://hdfcbank.com,0
Transfer money securely at: https://upi.npci.org.in,0
Confirm your refund by visiting: http://kycbonus.live,1
Transfer money securely at: https://phonepe.com,0
View your payment history at: https://icicibank.com,0
Pay your electricity bill using: https://mobikwik.com,0
Your account will be suspended. Verify at: http://securepay-verify.link,1
Pay your electricity bill using: https://google.com/pay,0
You’ve won a lucky draw! Redeem now: http://upi-cashbonus.in,1
Pay your electricity bill using: https://amazon.in/pay,0
Limited time offer! Secure your reward at: http://securepay-verify.link,1
Click to activate your KYC bonus: http://freegift-now.in,1
Confirm your refund by visiting: http://kycbonus.live,1
Click to update your UPI details: http://click-here-win.in,1
Your account will be suspended. Verify at: http://securepay-verify.link,1
Transfer money securely at: https://icicibank.com,0
You’ve won a lucky draw! Redeem now: http://upi-update-request.net,1
Your account will be suspended. Verify at: http://upi-cashbonus.in,1
Order confirmed. Track your order here: https://paytm.com,0
Explore banking features at: https://axisbank.com,0
Payment failed. Retry securely here: http://kycbonus.live,1
Pay with UPI at: https://axisbank.com,0
Your account will be suspended. Verify at: http://payupi-balance.xyz,1
Recharge your phone here: https://amazon.in/pay,0
Click to update your UPI details: http://refund-alerts.co,1
Click to update your UPI details: http://upi-update-request.net,1
Access your UPI dashboard: https://icicibank.com,0
Download your bank statement: https://phonepe.com,0
Pay with UPI at: https://upi.npci.org.in,0
Recharge your phone here: https://sbi.co.in,0
Pay with UPI at: https://phonepe.com,0
Transfer money securely at: https://phonepe.com,0
Recharge your phone here: https://hdfcbank.com,0
Update your profile via: https://amazon.in/pay,0
You’ve won a lucky draw! Redeem now: http://click-here-win.in,1
Payment failed. Retry securely here: http://kycbonus.live,1
Download your bank statement: https://amazon.in/pay,0
Click to activate your KYC bonus: http://kycbonus.live,1
Explore banking features at: https://upi.npci.org.in,0
Download your bank statement: https://axisbank.com,0
Click to update your UPI details: http://freegift-now.in,1
View your payment history at: https://icicibank.com,0
Click to update your UPI details: http://click-here-win.in,1
Transfer money securely at: https://google.com/pay,0
Your account will be suspended. Verify at: http://upi-cashbonus.in,1
Update your profile via: https://google.com/pay,0
Limited time offer! Secure your reward at: http://click-here-win.in,1
You’ve won a lucky draw! Redeem now: http://upi-update-request.net,1
Limited time offer! Secure your reward at: http://securepay-verify.link,1
Payment failed. Retry securely here: http://payupi-balance.xyz,1
Action required: Resolve your payment issue at: http://kycbonus.live,1
Confirm your refund by visiting: http://payupi-balance.xyz,1
Claim your cashback now: http://securepay-verify.link,1
Pay your electricity bill using: https://upi.npci.org.in,0
Order confirmed. Track your order here: https://axisbank.com,0
Transfer money securely at: https://sbi.co.in,0
View your payment history at: https://hdfcbank.com,0
Pay with UPI at: https://axisbank.com,0
Explore banking features at: https://paytm.com,0
Download your bank statement: https://sbi.co.in,0
Get ₹199 instantly in your UPI wallet: http://upi-update-request.net,1
Click to update your UPI details: http://securepay-verify.link,1
Pay with UPI at: https://google.com/pay,0
Your account will be suspended. Verify at: http://click-here-win.in,1
Limited time offer! Secure your reward at: http://upi-update-request.net,1
You’ve won a lucky draw! Redeem now: http://securepay-verify.link,1
Update your profile via: https://hdfcbank.com,0
Claim your cashback now: http://upi-update-request.net,1
Claim your cashback now: http://freegift-now.in,1
Claim your cashback now: http://payupi-balance.xyz,1
Click to update your UPI details: http://securepay-verify.link,1
Limited time offer! Secure your reward at: http://payupi-balance.xyz,1
Click to activate your KYC bonus: http://click-here-win.in,1
Update your profile via: https://sbi.co.in,0
Action required: Resolve your payment issue at: http://freegift-now.in,1
Action required: Resolve your payment issue at: http://refund-alerts.co,1
Limited time offer! Secure your reward at: http://upi-update-request.net,1
Access your UPI dashboard: https://amazon.in/pay,0
Your account will be suspended. Verify at: http://click-here-win.in,1
Confirm your refund by visiting: http://securepay-verify.link,1
Limited time offer! Secure your reward at: http://upi-cashbonus.in,1
Confirm your refund by visiting: http://click-here-win.in,1
Recharge your phone here: https://amazon.in/pay,0
Claim your cashback now: http://freegift-now.in,1
Recharge your phone here: https://paytm.com,0
Action required: Resolve your payment issue at: http://upi-cashbonus.in,1
Limited time offer! Secure your reward at: http://refund-alerts.co,1
Action required: Resolve your payment issue at: http://upi-update-request.net,1
Pay your electricity bill using: https://paytm.com,0
Your account will be suspended. Verify at: http://upi-update-request.net,1
Limited time offer! Secure your reward at: http://payupi-balance.xyz,1
Update your profile via: https://phonepe.com,0
Payment failed. Retry securely here: http://upi-update-request.net,1
Update your profile via: https://axisbank.com,0
Action required: Resolve your payment issue at: http://kycbonus.live,1
Download your bank statement: https://icicibank.com,0
Pay your electricity bill using: https://phonepe.com,0
Limited time offer! Secure your reward at: http://upi-cashbonus.in,1
Click to update your UPI details: http://securepay-verify.link,1
Action required: Resolve your payment issue at: http://upi-update-request.net,1
Download your bank statement: https://axisbank.com,0
Order confirmed. Track your order here: https://sbi.co.in,0
Order confirmed. Track your order here: https://sbi.co.in,0
Your account will be suspended. Verify at: http://freegift-now.in,1
Access your UPI dashboard: https://amazon.in/pay,0
Transfer money securely at: https://axisbank.com,0
Transfer money securely at: https://phonepe.com,0
Explore banking features at: https://paytm.com,0
View your payment history at: https://phonepe.com,0
You’ve won a lucky draw! Redeem now: http://refund-alerts.co,1
Explore banking features at: https://google.com/pay,0
Order confirmed. Track your order here: https://axisbank.com,0
Click to update your UPI details: http://securepay-verify.link,1
Payment failed. Retry securely here: http://click-here-win.in,1
Click to update your UPI details: http://kycbonus.live,1
View your payment history at: https://icicibank.com,0
Click to activate your KYC bonus: http://kycbonus.live,1
Your account will be suspended. Verify at: http://upi-update-request.net,1
Order confirmed. Track your order here: https://upi.npci.org.in,0
Payment failed. Retry securely here: http://upi-cashbonus.in,1
Transfer money securely at: https://paytm.com,0
Transfer money securely at: https://hdfcbank.com,0
Get ₹199 instantly in your UPI wallet: http://click-here-win.in,1
Confirm your refund by visiting: http://upi-update-request.net,1
Download your bank statement: https://phonepe.com,0
Order confirmed. Track your order here: https://sbi.co.in,0
Explore banking features at: https://axisbank.com,0
Your account will be suspended. Verify at: http://upi-update-request.net,1
Get ₹99 instantly in your UPI wallet: http://kycbonus.live,1
Explore banking features at: https://icicibank.com,0
Pay your electricity bill using: https://mobikwik.com,0
You’ve won a lucky draw! Redeem now: http://securepay-verify.link,1
Action required: Resolve your payment issue at: http://payupi-balance.xyz,1
Download your bank statement: https://google.com/pay,0
Update your profile via: https://hdfcbank.com,0
Pay with UPI at: https://mobikwik.com,0
Access your UPI dashboard: https://axisbank.com,0
Your account will be suspended. Verify at: http://refund-alerts.co,1
Recharge your phone here: https://google.com/pay,0
Download your bank statement: https://hdfcbank.com,0
Click to update your UPI details: http://securepay-verify.link,1
Your account will be suspended. Verify at: http://upi-cashbonus.in,1
Action required: Resolve your payment issue at: http://upi-update-request.net,1
Update your profile via: https://hdfcbank.com,0
Update your profile via: https://paytm.com,0
Update your profile via: https://icicibank.com,0
Transfer money securely at: https://axisbank.com,0
Limited time offer! Secure your reward at: http://click-here-win.in,1
Transfer money securely at: https://google.com/pay,0
Limited time offer! Secure your reward at: http://refund-alerts.co,1
Access your UPI dashboard: https://sbi.co.in,0
Order confirmed. Track your order here: https://icicibank.com,0
Access your UPI dashboard: https://icicibank.com,0
Download your bank statement: https://hdfcbank.com,0
Claim your cashback now: http://kycbonus.live,1
Payment failed. Retry securely here: http://payupi-balance.xyz,1
Explore banking features at: https://paytm.com,0
Pay with UPI at: https://amazon.in/pay,0
Update your profile via: https://phonepe.com,0
Order confirmed. Track your order here: https://hdfcbank.com,0
Transfer money securely at: https://axisbank.com,0
Your account will be suspended. Verify at: http://payupi-balance.xyz,1
Update your profile via: https://upi.npci.org.in,0
Confirm your refund by visiting: http://upi-cashbonus.in,1
View your payment history at: https://amazon.in/pay,0
Payment failed. Retry securely here: http://click-here-win.in,1
Order confirmed. Track your order here: https://mobikwik.com,0
Confirm your refund by visiting: http://securepay-verify.link,1
Download your bank statement: https://google.com/pay,0
Access your UPI dashboard: https://amazon.in/pay,0
Your account will be suspended. Verify at: http://freegift-now.in,1
Action required: Resolve your payment issue at: http://kycbonus.live,1
Your account will be suspended. Verify at: http://payupi-balance.xyz,1
Recharge your phone here: https://paytm.com,0
Recharge your phone here: https://mobikwik.com,0
Limited time offer! Secure your reward at: http://upi-cashbonus.in,1
Explore banking features at: https://amazon.in/pay,0
Confirm your refund by visiting: http://upi-cashbonus.in,1
View your payment history at: https://mobikwik.com,0
Your account will be suspended. Verify at: http://upi-cashbonus.in,1
Your account will be suspended. Verify at: http://upi-update-request.net,1
Click to update your UPI details: http://click-here-win.in,1
Click to update your UPI details: http://refund-alerts.co,1
Transfer money securely at: https://phonepe.com,0
Payment failed. Retry securely here: http://payupi-balance.xyz,1
Recharge your phone here: https://axisbank.com,0
Payment failed. Retry securely here: http://kycbonus.live,1
Action required: Resolve your payment issue at: http://freegift-now.in,1
Payment failed. Retry securely here: http://upi-update-request.net,1
Transfer money securely at: https://upi.npci.org.in,0
Order confirmed. Track your order here: https://upi.npci.org.in,0
You’ve won a lucky draw! Redeem now: http://upi-cashbonus.in,1
Action required: Resolve your payment issue at: http://upi-update-request.net,1
You’ve won a lucky draw! Redeem now: http://upi-cashbonus.in,1
Download your bank statement: https://upi.npci.org.in,0
Get ₹2000 instantly in your UPI wallet: http://refund-alerts.co,1
You’ve won a lucky draw! Redeem now: http://upi-cashbonus.in,1
Click to update your UPI details: http://kycbonus.live,1
View your payment history at: https://sbi.co.in,0
View your payment history at: https://paytm.com,0
Payment failed. Retry securely here: http://click-here-win.in,1
Order confirmed. Track your order here: https://amazon.in/pay,0
You’ve won a lucky draw! Redeem now: http://payupi-balance.xyz,1
Download your bank statement: https://amazon.in/pay,0
Download your bank statement: https://hdfcbank.com,0
Update your profile via: https://google.com/pay,0
Download your bank statement: https://upi.npci.org.in,0
Explore banking features at: https://google.com/pay,0
Claim your cashback now: http://payupi-balance.xyz,1
Limited time offer! Secure your reward at: http://upi-cashbonus.in,1
Download your bank statement: https://sbi.co.in,0
Download your bank statement: https://phonepe.com,0
Explore banking features at: https://mobikwik.com,0
Payment failed. Retry securely here: http://kycbonus.live,1
Explore banking features at: https://icicibank.com,0
Get ₹999 instantly in your UPI wallet: http://freegift-now.in,1
Explore banking features at: https://hdfcbank.com,0
Get ₹50 instantly in your UPI wallet: http://refund-alerts.co,1
Action required: Resolve your payment issue at: http://kycbonus.live,1
Confirm your refund by visiting: http://upi-cashbonus.in,1
Your account will be suspended. Verify at: http://payupi-balance.xyz,1
Access your UPI dashboard: https://phonepe.com,0
Payment failed. Retry securely here: http://securepay-verify.link,1
Limited time offer! Secure your reward at: http://payupi-balance.xyz,1
Claim your cashback now: http://refund-alerts.co,1
Click to activate your KYC bonus: http://securepay-verify.link,1
Explore banking features at: https://phonepe.com,0
Explore banking features at: https://axisbank.com,0
Access your UPI dashboard: https://amazon.in/pay,0
You’ve won a lucky draw! Redeem now: http://refund-alerts.co,1
Action required: Resolve your payment issue at: http://upi-update-request.net,1
Claim your cashback now: http://securepay-verify.link,1
You’ve won a lucky draw! Redeem now: http://click-here-win.in,1
Explore banking features at: https://axisbank.com,0
Action required: Resolve your payment issue at: http://payupi-balance.xyz,1
Confirm your refund by visiting: http://refund-alerts.co,1
Pay your electricity bill using: https://sbi.co.in,0
Transfer money securely at: https://mobikwik.com,0
Explore banking features at: https://mobikwik.com,0
Payment failed. Retry securely here: http://securepay-verify.link,1
View your payment history at: https://paytm.com,0
Action required: Resolve your payment issue at: http://freegift-now.in,1
Action required: Resolve your payment issue at: http://kycbonus.live,1
View your payment history at: https://upi.npci.org.in,0
Your account will be suspended. Verify at: http://payupi-balance.xyz,1
Payment failed. Retry securely here: http://securepay-verify.link,1
Action required: Resolve your payment issue at: http://payupi-balance.xyz,1
Recharge your phone here: https://amazon.in/pay,0
Download your bank statement: https://upi.npci.org.in,0
You’ve won a lucky draw! Redeem now: http://refund-alerts.co,1
Claim your cashback now: http://refund-alerts.co,1
Recharge your phone here: https://icicibank.com,0
Confirm your refund by visiting: http://upi-cashbonus.in,1
Explore banking features at: https://hdfcbank.com,0
Transfer money securely at: https://hdfcbank.com,0
Limited time offer! Secure your reward at: http://payupi-balance.xyz,1
Action required: Resolve your payment issue at: http://securepay-verify.link,1
Recharge your phone here: https://sbi.co.in,0
Get ₹3000 instantly in your UPI wallet: http://click-here-win.in,1
Transfer money securely at: https://mobikwik.com,0
Pay with UPI at: https://mobikwik.com,0
Claim your cashback now: http://securepay-verify.link,1
Confirm your refund by visiting: http://securepay-verify.link,1
You’ve won a lucky draw! Redeem now: http://upi-cashbonus.in,1
Click to update your UPI details: http://upi-cashbonus.in,1
Order confirmed. Track your order here: https://google.com/pay,0
Action required: Resolve your payment issue at: http://upi-update-request.net,1
Click to activate your KYC bonus: http://payupi-balance.xyz,1
Click to activate your KYC bonus: http://securepay-verify.link,1
View your payment history at: https://google.com/pay,0
View your payment history at: https://paytm.com,0
Order confirmed. Track your order here: https://sbi.co.in,0
Update your profile via: https://paytm.com,0
Click to update your UPI details: http://payupi-balance.xyz,1
Your account will be suspended. Verify at: http://securepay-verify.link,1
Transfer money securely at: https://paytm.com,0
Limited time offer! Secure your reward at: http://securepay-verify.link,1
Click to update your UPI details: http://freegift-now.in,1
Recharge your phone here: https://paytm.com,0
Limited time offer! Secure your reward at: http://upi-cashbonus.in,1
Payment failed. Retry securely here: http://upi-cashbonus.in,1
You’ve won a lucky draw! Redeem now: http://freegift-now.in,1
Click to activate your KYC bonus: http://refund-alerts.co,1
Explore banking features at: https://google.com/pay,0
Limited time offer! Secure your reward at: http://upi-cashbonus.in,1
Get ₹3000 instantly in your UPI wallet: http://kycbonus.live,1
Limited time offer! Secure your reward at: http://payupi-balance.xyz,1
Transfer money securely at: https://paytm.com,0
Explore banking features at: https://axisbank.com,0
Recharge your phone here: https://upi.npci.org.in,0
Transfer money securely at: https://sbi.co.in,0
Your account will be suspended. Verify at: http://freegift-now.in,1
You’ve won a lucky draw! Redeem now: http://refund-alerts.co,1
Transfer money securely at: https://mobikwik.com,0
Transfer money securely at: https://axisbank.com,0
Action required: Resolve your payment issue at: http://freegift-now.in,1
Order confirmed. Track your order here: https://sbi.co.in,0
Limited time offer! Secure your reward at: http://click-here-win.in,1
Limited time offer! Secure your reward at: http://freegift-now.in,1
Payment failed. Retry securely here: http://freegift-now.in,1
Download your bank statement: https://paytm.com,0
Update your profile via: https://icicibank.com,0
Limited time offer! Secure your reward at: http://refund-alerts.co,1
Your account will be suspended. Verify at: http://upi-cashbonus.in,1
Your account will be suspended. Verify at: http://upi-update-request.net,1
Pay your electricity bill using: https://upi.npci.org.in,0
Transfer money securely at: https://upi.npci.org.in,0
Click to update your UPI details: http://click-here-win.in,1
Click to activate your KYC bonus: http://upi-update-request.net,1
You’ve won a lucky draw! Redeem now: http://refund-alerts.co,1
Pay with UPI at: https://hdfcbank.com,0
Recharge your phone here: https://sbi.co.in,0
Limited time offer! Secure your reward at: http://securepay-verify.link,1
Click to update your UPI details: http://securepay-verify.link,1
Click to activate your KYC bonus: http://refund-alerts.co,1
Action required: Resolve your payment issue at: http://freegift-now.in,1
Update your profile via: https://google.com/pay,0
Pay with UPI at: https://google.com/pay,0
Confirm your refund by visiting: http://refund-alerts.co,1
Click to activate your KYC bonus: http://payupi-balance.xyz,1
Get ₹999 instantly in your UPI wallet: http://refund-alerts.co,1
Claim your cashback now: http://freegift-now.in,1
Your account will be suspended. Verify at: http://kycbonus.live,1
Action required: Resolve your payment issue at: http://refund-alerts.co,1
Pay with UPI at: https://icicibank.com,0
Click to update your UPI details: http://upi-update-request.net,1
Your account will be suspended. Verify at: http://kycbonus.live,1
Pay with UPI at: https://google.com/pay,0
Your account will be suspended. Verify at: http://upi-cashbonus.in,1
Recharge your phone here: https://phonepe.com,0
Action required: Resolve your payment issue at: http://upi-update-request.net,1
Order confirmed. Track your order here: https://upi.npci.org.in,0
Access your UPI dashboard: https://hdfcbank.com,0
Click to activate your KYC bonus: http://kycbonus.live,1
Download your bank statement: https://upi.npci.org.in,0
Recharge your phone here: https://phonepe.com,0
Get ₹999 instantly in your UPI wallet: http://freegift-now.in,1
Pay with UPI at: https://upi.npci.org.in,0
Transfer money securely at: https://google.com/pay,0
Access your UPI dashboard: https://google.com/pay,0
Pay with UPI at: https://google.com/pay,0
Update your profile via: https://paytm.com,0
You’ve won a lucky draw! Redeem now: http://payupi-balance.xyz,1
Your account will be suspended. Verify at: http://refund-alerts.co,1
Download your bank statement: https://amazon.in/pay,0
Action required: Resolve your payment issue at: http://upi-update-request.net,1
View your payment history at: https://phonepe.com,0
Action required: Resolve your payment issue at: http://securepay-verify.link,1
Pay your electricity bill using: https://phonepe.com,0
Recharge your phone here: https://google.com/pay,0
Access your UPI dashboard: https://amazon.in/pay,0
Pay your electricity bill using: https://icicibank.com,0
You’ve won a lucky draw! Redeem now: http://kycbonus.live,1
Pay your electricity bill using: https://icicibank.com,0
Action required: Resolve your payment issue at: http://freegift-now.in,1
Confirm your refund by visiting: http://payupi-balance.xyz,1
You’ve won a lucky draw! Redeem now: http://payupi-balance.xyz,1
Order confirmed. Track your order here: https://icicibank.com,0
Payment failed. Retry securely here: http://upi-cashbonus.in,1
Update your profile via: https://mobikwik.com,0
View your payment history at: https://axisbank.com,0
Claim your cashback now: http://payupi-balance.xyz,1
Click to update your UPI details: http://freegift-now.in,1
Recharge your phone here: https://amazon.in/pay,0
Limited time offer! Secure your reward at: http://freegift-now.in,1
Pay your electricity bill using: https://icicibank.com,0
Action required: Resolve your payment issue at: http://refund-alerts.co,1
Click to activate your KYC bonus: http://kycbonus.live,1
You’ve won a lucky draw! Redeem now: http://upi-cashbonus.in,1
Explore banking features at: https://mobikwik.com,0
Transfer money securely at: https://paytm.com,0
Access your UPI dashboard: https://google.com/pay,0
Action required: Resolve your payment issue at: http://click-here-win.in,1
Claim your cashback now: http://freegift-now.in,1
Download your bank statement: https://google.com/pay,0
Download your bank statement: https://sbi.co.in,0
Limited time offer! Secure your reward at: http://securepay-verify.link,1
Payment failed. Retry securely here: http://securepay-verify.link,1
Update your profile via: https://amazon.in/pay,0
Recharge your phone here: https://phonepe.com,0
Pay with UPI at: https://paytm.com,0
Confirm your refund by visiting: http://upi-cashbonus.in,1
Payment failed. Retry securely here: http://refund-alerts.co,1
Your account will be suspended. Verify at: http://kycbonus.live,1
Explore banking features at: https://phonepe.com,0
Download your bank statement: https://axisbank.com,0
Order confirmed. Track your order here: https://paytm.com,0
Recharge your phone here: https://sbi.co.in,0
Pay with UPI at: https://amazon.in/pay,0
You’ve won a lucky draw! Redeem now: http://click-here-win.in,1
Recharge your phone here: https://mobikwik.com,0
Payment failed. Retry securely here: http://kycbonus.live,1
Click to activate your KYC bonus: http://refund-alerts.co,1
View your payment history at: https://upi.npci.org.in,0
Order confirmed. Track your order here: https://axisbank.com,0
Payment failed. Retry securely here: http://upi-update-request.net,1
Recharge your phone here: https://amazon.in/pay,0
Access your UPI dashboard: https://paytm.com,0
Confirm your refund by visiting: http://click-here-win.in,1
Payment failed. Retry securely here: http://kycbonus.live,1
Recharge your phone here: https://mobikwik.com,0
Claim your cashback now: http://kycbonus.live,1
You’ve won a lucky draw! Redeem now: http://click-here-win.in,1
Pay your electricity bill using: https://icicibank.com,0
Action required: Resolve your payment issue at: http://click-here-win.in,1
Your account will be suspended. Verify at: http://click-here-win.in,1
Confirm your refund by visiting: http://kycbonus.live,1
Download your bank statement: https://phonepe.com,0
Your account will be suspended. Verify at: http://payupi-balance.xyz,1
Access your UPI dashboard: https://sbi.co.in,0
Claim your cashback now: http://upi-cashbonus.in,1
Explore banking features at: https://amazon.in/pay,0
Click to activate your KYC bonus: http://upi-update-request.net,1
Explore banking features at: https://paytm.com,0
Recharge your phone here: https://paytm.com,0
You’ve won a lucky draw! Redeem now: http://securepay-verify.link,1
Claim your cashback now: http://upi-cashbonus.in,1
Explore banking features at: https://phonepe.com,0
You’ve won a lucky draw! Redeem now: http://freegift-now.in,1
Click to update your UPI details: http://refund-alerts.co,1
Transfer money securely at: https://phonepe.com,0
Limited time offer! Secure your reward at: http://refund-alerts.co,1
Limited time offer! Secure your reward at: http://securepay-verify.link,1
Click to activate your KYC bonus: http://refund-alerts.co,1
Action required: Resolve your payment issue at: http://click-here-win.in,1
Claim your cashback now: http://upi-cashbonus.in,1
Action required: Resolve your payment issue at: http://payupi-balance.xyz,1
Click to activate your KYC bonus: http://payupi-balance.xyz,1
Download your bank statement: https://mobikwik.com,0
Claim your cashback now: http://click-here-win.in,1
You’ve won a lucky draw! Redeem now: http://upi-cashbonus.in,1
Action required: Resolve your payment issue at: http://kycbonus.live,1
Transfer money securely at: https://amazon.in/pay,0
Confirm your refund by visiting: http://kycbonus.live,1
You’ve won a lucky draw! Redeem now: http://upi-cashbonus.in,1
You’ve won a lucky draw! Redeem now: http://click-here-win.in,1
Payment failed. Retry securely here: http://securepay-verify.link,1
Pay with UPI at: https://upi.npci.org.in,0
Pay your electricity bill using: https://upi.npci.org.in,0
View your payment history at: https://upi.npci.org.in,0
Recharge your phone here: https://sbi.co.in,0
Update your profile via: https://axisbank.com,0
Get ₹2000 instantly in your UPI wallet: http://upi-cashbonus.in,1
Click to activate your KYC bonus: http://securepay-verify.link,1
Update your profile via: https://phonepe.com,0
Pay with UPI at: https://amazon.in/pay,0
Get ₹50 instantly in your UPI wallet: http://refund-alerts.co,1
Download your bank statement: https://upi.npci.org.in,0
Your account will be suspended. Verify at: http://click-here-win.in,1
